gene	ensembl	gene_description	sample_1	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_2	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_3	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_4	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_5	sample_50	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_6	sample_7	sample_8	sample_9
PAK3	ENSG00000077264	P21 (RAC1) activated kinase 3	0.09	6.479	0.698	0.353	0.35600000000000004	0.5820000000000001	0.163	0.35600000000000004	0.8490000000000001	0.449	0.5760000000000001	0.141		0.005	1.117	0.124	0.281	0.13	0.049	2.013	0.052000000000000005	0.027999999999999997	0.069	0.265	0.016	0.053	0.09300000000000001	0.441		1.099	0.31	0.038	0.36	0.055999999999999994	0.297	0.218	0.047	0.10800000000000001	0.055999999999999994	0.47600000000000003	0.122	0.373	0.08800000000000001	0.769	0.139		0.049	0.009000000000000001	0.026000000000000002	0.26899999999999996	0.14300000000000002	0.019	0.034	0.172	0.03		0.021
KIR3DL2	ENSG00000240403	Killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	0.011000000000000001	0.016	0.052000000000000005	0.0	0.0	0.0			0.0	0.0	0.019	0.009000000000000001	0.03	0.009000000000000001	0.01	0.065	0.0		0.0	0.0	0.0		0.017	0.0	0.055999999999999994		0.071	0.017		0.0	0.018000000000000002	0.015	0.0	0.11800000000000001	0.14400000000000002	0.0	0.018000000000000002	0.0	0.034	0.039	0.036000000000000004	0.179	0.0	0.29600000000000004	0.016		0.004	0.0	0.06	0.005	0.06	0.0	0.0	0.0	0.027000000000000003		0.0
MYH7B	ENSG00000078814	Myosin heavy chain 7B	26.447	46.174	66.155	23.201	11.193	48.64	9.884	2.281	6.43	1.095	6.574	61.556999999999995	1.3359999999999999	0.7190000000000001	10.082	33.711	89.939	53.707		35.38	6.301	75.675	12.443	5.348	4.191	8.785	1.021			151.692	75.67699999999999	0.465	0.29		8.02	46.876999999999995	114.164	448.852		99.291	28.624000000000002	67.763	1.4709999999999999		16.704		0.107	0.583	0.27699999999999997	0.276	0.322		0.22	67.65100000000001	1.284		2.07
FOXE1	ENSG00000178919	Forkhead box E1	0.0	0.0	0.005	0.0	0.0	0.0	0.005		0.087	0.042	0.11800000000000001	0.02	0.201	0.005	0.07400000000000001	0.0	0.018000000000000002	0.0	0.0	0.026000000000000002	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.023	0.0		0.0	0.0	0.0	0.0		0.018000000000000002	0.005	0.009000000000000001	0.0	0.009000000000000001	0.006999999999999999		0.011000000000000001	0.0	0.0	0.0		0.016	0.006999999999999999	0.004	0.0	0.004	0.009000000000000001	0.01	0.0	0.0		0.0
PADI6	ENSG00000276747	Peptidyl arginine deiminase 6	0.0		0.0	0.0	0.0	0.0	0.013999999999999999	0.0	0.006999999999999999	0.0	0.019	0.0	0.0	0.013999999999999999	0.0		0.009000000000000001	0.0	0.03	0.02	0.0	0.0		0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.086	0.0	0.0		0.0	0.013999999999999999	0.006	0.022000000000000002	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.015	0.003	0.011000000000000001		0.0	0.022000000000000002	0.0	0.002	0.0
IRX2	ENSG00000170561	Iroquois homeobox 2	0.008	0.276	0.013000000000000001		0.025	0.0	0.0		0.015	0.017	0.032	0.0		0.039	0.11199999999999999	0.075	0.018000000000000002	0.081	0.022000000000000002	0.012	0.083	0.0	0.004	0.0	0.006999999999999999	0.0	0.04	0.004			0.0	0.009000000000000001	0.004	0.068	0.025	0.054000000000000006	0.0	0.057999999999999996	0.02	0.774	0.013999999999999999		0.042	0.021	0.062			0.006	0.026000000000000002	0.006999999999999999	0.05	0.0	0.0	0.033	0.0		0.09699999999999999
FER1L6	ENSG00000214814	Fer-1 like family member 6	0.0	1.5719999999999998	0.06	0.027000000000000003	0.013000000000000001	0.011000000000000001	0.023	0.18	0.076			0.005	0.039	0.008	0.017	0.0	0.182	0.077	0.9470000000000001	0.149	0.138	0.003	0.013000000000000001	0.0	0.013000000000000001	0.326		0.564		0.441	0.0	0.02	0.177		0.018000000000000002	0.037000000000000005	0.001	0.028999999999999998	0.099	0.281		0.006	0.12	0.008	0.0		0.0	0.0	0.006999999999999999	0.004	0.017	0.0	0.0	0.023	0.016		0.337
DHRS2	ENSG00000100867	Dehydrogenase/reductase 2	0.057	0.0		1.5430000000000001	0.0	3.529	0.41600000000000004	7.039	1.402	0.935	2.051	0.14300000000000002	7.54	11.901	0.266	19.437	5.0760000000000005	1.913	0.455		0.47700000000000004	2.7939999999999996		0.179	1.4980000000000002	0.992	1.9669999999999999	0.56		0.887	6.808	0.124	0.583	0.047	0.07400000000000001	0.493	0.26	0.096	7.38		4.206	1.666	0.14	0.121	0.032		3.7110000000000003	0.032	0.184	0.154	0.024	1.55	0.04	0.033	0.7390000000000001		0.057999999999999996
EPYC	ENSG00000083782	Epiphycan	0.0	0.0	0.003	0.037000000000000005		0.0	0.022000000000000002	0.139	0.304	0.158		0.0	0.0	0.049	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.031	0.0		0.065	0.0	0.0	0.0	0.013999999999999999	0.051	0.0	0.165	0.003	0.015	0.017		0.022000000000000002	0.0	0.01	0.019		0.003		0.0	0.019	0.013000000000000001	0.0	0.0	0.0	0.0		0.0
LAMP5	ENSG00000125869	Lysosomal associated membrane protein family member 5	0.063			0.871	0.09699999999999999	0.025	0.182	0.439	0.46799999999999997	3.873		0.784	1.0290000000000001	0.018000000000000002	5.5360000000000005	0.46	0.247	0.37200000000000005	0.305	0.373	0.095	0.303	0.096	2.077	2.312	0.075	0.095	0.136	0.589	13.751	0.0	0.10099999999999999	0.054000000000000006	1.775	7.0889999999999995	1.268	16.840999999999998	6.042999999999999	0.068	1.101	0.139	0.16	0.13699999999999998	1.716	0.93	2.753	0.047	0.047	0.037000000000000005	0.267	0.21100000000000002	0.012		0.389	0.0	0.003	0.024
PI16	ENSG00000164530	Peptidase inhibitor 16		0.223	0.003	0.057		0.01	0.17300000000000001	0.003	0.115	0.107	0.149	1.5430000000000001	0.271	0.048	0.113	0.778	0.063	0.018000000000000002	0.13699999999999998	0.0	0.022000000000000002	0.008		0.0	0.06	0.006999999999999999	0.046		0.027999999999999997	0.008	0.064	0.56		0.1	0.077	2.99	0.504	0.11199999999999999	0.0	0.247	0.07	0.04	0.008		0.36200000000000004	0.18	0.012	0.048	0.042	0.016	0.043	0.013000000000000001	0.025	0.033	0.022000000000000002	0.903	0.08
EVPLL	ENSG00000214860	Envoplakin like		0.196	0.04	0.0	0.0	0.033	0.0		0.0	0.0		0.008	0.0	0.052000000000000005	0.019	0.015	0.0	0.017		0.006999999999999999	0.018000000000000002	0.008		0.0	0.003		0.0	0.054000000000000006	0.0	0.0	0.0	0.191	0.0	0.031	0.086	0.017	0.031	0.083	0.0	0.044000000000000004	0.0	0.0	0.008	0.016	0.0	0.0	0.006999999999999999	0.484	0.157	0.040999999999999995	0.01	0.040999999999999995	0.017		0.0		0.268
COL16A1	ENSG00000084636	Collagen type XVI alpha 1 chain		11.687999999999999	2.137	0.946	0.853	0.607	7.461	4.812	7.7829999999999995	18.757	6.95	3.7319999999999998	15.915999999999999	0.735	3.6860000000000004		12.269	6.949	0.075	0.843	0.47		0.7120000000000001	0.364	1.242	1.449	2.6919999999999997	4.754	3.535	13.069	0.976	3.1489999999999996	0.609	4.396	31.224	6.204	110.891		0.672	10.697000000000001	2.904		0.166		2.9010000000000002	13.269	0.519	0.256	0.251	0.649	0.364	0.18600000000000003	0.46399999999999997	1.087	0.153	0.511	0.846
COMP	ENSG00000105664	Cartilage oligomeric matrix protein	0.114	0.21899999999999997		0.55	0.23399999999999999	0.099	1.433	0.191	14.708	6.891	0.39799999999999996	0.8140000000000001	2.9019999999999997	0.033	0.601	3.185	3.6889999999999996	0.82	0.040999999999999995	0.111	0.055		0.382	0.0	0.192		3.596	0.7170000000000001	0.32299999999999995	0.8859999999999999	0.012	0.0	0.07400000000000001	0.35	0.91	1.133	5.0680000000000005	0.21	0.125	1.4980000000000002		0.102	0.006999999999999999	1.3259999999999998	0.07	2.6689999999999996		0.006	0.015	0.006999999999999999	0.024	0.0	0.0		0.06	0.094	0.047
TMEM130	ENSG00000166448	Transmembrane protein 130	0.0	0.32899999999999996	0.20800000000000002	0.138	0.04	0.0	0.157	1.0659999999999998	0.13699999999999998	2.497	0.28300000000000003	0.042	0.67	0.081	0.16699999999999998	0.182				0.142	0.004		0.045	0.047	0.07	0.043	0.305	0.017		0.261		0.0		0.377	0.385	0.172	5.67	1.1059999999999999	0.027000000000000003	2.173		0.7979999999999999	0.026000000000000002	2.186	0.07200000000000001		0.0	0.005	0.019		0.068	0.0	0.006	0.057	0.018000000000000002		0.0
SCGB1C1	ENSG00000188076	Secretoglobin family 1C member 1	0.012		0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0		0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0		0.0	0.0	0.0	0.033	0.046	0.0		0.064	0.0	0.0	0.001	0.013000000000000001	0.0	0.0	0.0	0.0		0.048	0.0	0.013999999999999999		0.0	0.015	0.005	0.0			0.0
MYO1H	ENSG00000174527	Myosin IH	0.011000000000000001	0.155	0.013000000000000001		0.035	0.075	0.024	0.019	0.03	0.07	0.019	0.006999999999999999	0.004	0.013000000000000001	0.031	0.044000000000000004	0.048	0.023	0.065	0.013000000000000001	0.0	0.009000000000000001	0.0	0.034	0.004	0.040999999999999995	0.004	0.043		0.022000000000000002	0.105	0.025		0.092	0.037000000000000005	0.026000000000000002	0.7070000000000001	0.032	0.006	0.069	0.048	0.038	0.006999999999999999	0.07400000000000001	0.037000000000000005			0.008		0.006999999999999999	0.027000000000000003	0.003	0.003	0.040999999999999995	0.006999999999999999		0.0
CCDC110	ENSG00000168491	Coiled-coil domain containing 110	0.006999999999999999	2.738	0.083	0.08199999999999999	0.013999999999999999	0.036000000000000004	0.16899999999999998	0.035	0.162	0.135	0.212	0.098	0.177	0.002	0.081	0.17	0.292	0.20199999999999999	0.031			0.075	0.021	0.078	0.0	0.011000000000000001	0.223	0.077		0.19399999999999998	0.0	0.17	0.017	0.10800000000000001	0.423	0.039	0.502	0.619	0.016	0.128	0.051	0.039		0.42100000000000004	0.126		0.037000000000000005	0.085	0.033			0.038	0.07	0.005	0.032		0.054000000000000006
CH25H	ENSG00000138135	Cholesterol 25-hydroxylase			0.0	0.166	0.083	0.016	0.39399999999999996	0.455	0.27	1.1340000000000001	0.606	0.585	3.645	0.012	0.5660000000000001	0.25	1.065	3.2489999999999997		0.0	0.0	0.045	0.081	0.0	0.011000000000000001	0.111	0.35100000000000003	0.317		2.986	0.175	4.891	0.069	2.6839999999999997		1.214	26.697	13.405	0.47200000000000003	1.138	0.561	0.5770000000000001	0.114	1.9380000000000002	5.2379999999999995			0.16699999999999998	0.975	0.9440000000000001	0.8690000000000001	0.22899999999999998	1.3330000000000002	0.19	0.14300000000000002		0.0
TTC36	ENSG00000172425	Tetratricopeptide repeat domain 36	0.99	0.254		0.547	1.045	0.804	1.7169999999999999	2.175	1.4669999999999999	1.122		5.146		0.8029999999999999	2.978		7.319	0.8809999999999999	0.585	1.9480000000000002	2.475	1.073	3.6660000000000004	0.753	1.4569999999999999	0.903	5.707000000000001	9.466000000000001		1.176		7.438	3.5580000000000003	11.017000000000001	2.438	4.435	0.9790000000000001	1.079	2.7110000000000003		0.851	1.192	1.239	0.138	2.174		25.404	72.104	34.368				26.805	1.615	3.8760000000000003		1.6369999999999998
IL3	ENSG00000164399	Interleukin 3	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0		0.0	0.0	0.0	0.09699999999999999	0.0	0.02		0.028999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039		0.0	0.033	0.0		0.121		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.0		0.055999999999999994	0.0	0.07200000000000001	0.025	0.0	0.006999999999999999	0.033	0.0	0.0		
C11orf87	ENSG00000185742	Chromosome 11 open reading frame 87	0.0	0.009000000000000001	0.032	0.018000000000000002	0.026000000000000002	0.0	0.0	0.033			0.015		0.0	0.0	0.018000000000000002	0.008	0.002	0.008		0.0	0.0	0.0		0.005	0.0	0.016	0.0	0.013000000000000001		0.023	0.0	0.005	0.003	0.031				0.0		0.004	0.006999999999999999	0.005	0.0	0.042	0.0		0.0	0.0		0.008	0.004	0.0	0.0	0.015	0.0		0.0
IL13	ENSG00000169194	Interleukin 13	0.015	0.344	0.0	0.0	0.03	0.017	0.036000000000000004	0.0		0.0	0.001	0.0	0.0	0.0	0.015	0.012	0.0	0.0	0.001	0.0	0.0	0.0	0.025	0.043	0.0	0.0	0.0	0.0		0.0	0.0	0.166		0.016	0.174	0.039	0.17800000000000002	0.645	0.024	0.028999999999999998	0.0	0.035	0.037000000000000005	0.062	0.022000000000000002		0.017	0.0	0.011000000000000001	0.013000000000000001	0.086	0.032	0.344	0.0	0.0		0.0
DCAF4L2	ENSG00000176566	DDB1 and CUL4 associated factor 4 like 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.005	0.0	0.0	0.027000000000000003	0.0		0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.017	0.0	0.0	0.01	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.021		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.01	0.004	0.0	0.0	0.0	0.0	0.0	0.0
GDF1	ENSG00000130283	Growth differentiation factor 1	0.079	2.815	1.716	1.9340000000000002	1.172	0.311	0.615	0.26899999999999996	0.48700000000000004		0.37	0.121	0.43700000000000006		1.614	0.493	0.257	1.916	0.09	2.145	0.778	0.385	0.048	0.165	0.152	0.28600000000000003	0.5489999999999999	0.54		0.467	0.013000000000000001	0.013000000000000001	0.155	0.7440000000000001	0.8240000000000001		13.341	0.763		0.8370000000000001	0.981	0.36200000000000004		0.251	0.08900000000000001		0.004	0.005	0.019	0.026000000000000002	0.035	0.017	0.006999999999999999	0.126	0.0		0.192
CFHR3	ENSG00000116785	Complement factor H related 3	0.81	0.287		0.166	0.21899999999999997	11.49	1.2930000000000001		0.541	0.498	0.37799999999999995	8.829	10.309000000000001	0.12300000000000001	3.846	0.94	2.765		1.6	2.294	0.47200000000000003	1.933	1.61	2.2769999999999997	1.462		3.593	27.529	4.742	0.183	0.971	7.977		2.375	5.571000000000001	5.031000000000001	0.028999999999999998	1.92		1.681	0.765	1.587	10.073	1.245	1.528	4.763	124.98	66.882		86.605	149.632	130.766	1.865	2.092	2.454	6.914	2.274
KCNJ16	ENSG00000153822	Potassium voltage-gated channel subfamily J member 16	0.0		0.703	0.025	0.034	0.022000000000000002	0.28800000000000003	0.019		0.44	3.842		2.377		0.815	0.046	1.5830000000000002	0.02	0.106	0.018000000000000002	0.004		0.053	0.0	0.013000000000000001		0.38299999999999995	0.109		7.732	1.683	0.032	0.34600000000000003	0.08800000000000001	0.037000000000000005	1.087	0.0	0.309	0.009000000000000001	0.214	0.061	0.037000000000000005	0.008	0.0	0.429		0.106	0.125			0.21600000000000003	0.006	0.139	0.8220000000000001	1.412		0.008
SLC35F2	ENSG00000110660	Solute carrier family 35 member F2	0.086	0.413	0.166		0.14300000000000002	0.24	0.16399999999999998	0.235	0.498	0.418	1.693	0.355	0.605	0.314	0.654	0.49200000000000005	0.767	0.521	0.10400000000000001	0.142	0.209	0.122	0.075	0.153	0.183	0.258	0.526	0.27	1.6909999999999998	0.625	0.073	0.263	0.07400000000000001	0.259	1.016	0.37	0.5579999999999999	1.122			0.775	0.312	0.271	1.5630000000000002	0.513	2.25	0.145	0.017		0.172	0.26	0.07400000000000001	0.076	0.248	0.062	0.122	0.055999999999999994
NOS1	ENSG00000089250	Nitric oxide synthase 1	0.005	0.972	0.017	0.018000000000000002	0.011000000000000001	0.027000000000000003	0.03		0.005	0.035		0.09699999999999999	0.07200000000000001	0.021	0.035	0.018000000000000002	0.09300000000000001		0.027999999999999997	0.025	0.001	0.012	0.04	0.0	0.008	0.239	0.038	0.057999999999999996	0.0	0.131	0.0	0.054000000000000006	0.004	0.22899999999999998	0.10099999999999999	0.016		0.19399999999999998	0.004	0.02	0.045	0.008	0.004	0.006999999999999999	0.174	0.013999999999999999	0.004		0.016	0.005	0.048	0.0	0.008	0.102	0.023	0.06	0.001
TMEM92	ENSG00000167105	Transmembrane protein 92	0.006999999999999999	0.298	0.147	0.0	0.084	0.165	0.022000000000000002	0.018000000000000002		0.07	0.026000000000000002	0.066	1.248	0.009000000000000001	0.154	0.125	0.251	0.107	1.263	0.006	0.006	0.099	0.132	0.0	0.0	0.064	1.0270000000000001	0.135			0.024	0.03	0.6859999999999999	0.102	0.10300000000000001	0.204	1.515	0.027000000000000003	0.075	0.127	0.102	0.09300000000000001	0.08900000000000001	0.10800000000000001	0.03		0.152	4.4030000000000005	3.6239999999999997	1.713	0.094	0.155	0.13699999999999998	0.045			0.015
OR5B12	ENSG00000172362	Olfactory receptor family 5 subfamily B member 12	0.0	0.0	0.011000000000000001	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.013000000000000001	0.0	0.0	0.018000000000000002	0.0	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.052000000000000005	0.0	0.076	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.035	0.0	0.0	0.0		0.0	0.0	0.027999999999999997	0.0		0.0	0.0	0.139	0.0		0.0
INHA	ENSG00000123999	Inhibin alpha subunit	0.135		3.7910000000000004	0.552			1.4680000000000002	0.152	0.28300000000000003	0.5670000000000001	0.111	0.033	0.517		0.359		0.32299999999999995	0.242	3.9	1.7519999999999998	0.948	0.32	0.12	0.226	0.705	2.441	1.895		0.18	4.045	1.5419999999999998	0.111	0.121		0.5539999999999999	0.377	2.244	0.586	0.071	3.875	4.925	0.494	0.134	1.177	0.608	0.217	0.01	0.102	0.018000000000000002	0.079	0.027999999999999997	0.017		0.27899999999999997	0.73	0.025	0.294
TRIM60	ENSG00000176979	Tripartite motif containing 60	0.0	0.001	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.002	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.017	0.009000000000000001		0.003	0.0	0.0	0.031	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.018000000000000002	0.0	0.0	0.0	0.0	0.027999999999999997	0.0
SCGB3A1	ENSG00000161055	Secretoglobin family 3A member 1		1.043	20.805	0.387	2.248	4.194	2.4819999999999998	2.36	0.523	0.414	1.854	14.357999999999999	0.474	0.261	2.7289999999999996		32.318000000000005	10.763	1.466	1.084	3.4789999999999996	0.462	4.736000000000001	0.617	2.214	0.40399999999999997	0.022000000000000002		2.542	8.339	0.496	0.562	0.46799999999999997	94.76299999999999	2.616	4.349	1.703	25.994	0.715	20.55	0.615	1.14	1.746	54.0	5.289	0.231	0.486	0.644	0.532	0.43700000000000006	0.46299999999999997	0.223		17.861	0.106	0.594	
C2orf83	ENSG00000042304	Chromosome 2 open reading frame 83	0.0	0.0		0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.031	0.011000000000000001	0.022000000000000002	0.004	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.006999999999999999	0.0	0.099	0.0	0.0	0.016	0.061	0.0	0.0	0.095	0.015	0.0	0.0	0.0		0.0		0.016	0.0	0.03	0.0	0.0	0.022000000000000002	0.0		0.0
PRTN3	ENSG00000196415	Proteinase 3	0.25	0.3	1.4369999999999998	28.823		3.67	22.659000000000002	0.7190000000000001	0.008	0.0	1.212	2.637	2.0069999999999997	0.6990000000000001	13.687999999999999	15.924000000000001	0.012	0.066	0.11599999999999999	3.6069999999999998	0.08800000000000001	0.001	0.555	0.0	0.105	0.179	0.5710000000000001	0.273		0.706	0.7240000000000001	1.975	30.733		2.327			2.11	47.66		7.6770000000000005	38.638000000000005	72.89699999999999	0.28800000000000003	0.141		0.225	5.132000000000001		0.066	0.055999999999999994	0.027999999999999997	0.018000000000000002	0.542	0.0		0.132
BECN2	ENSG00000196289	Beclin 2	0.0	0.0		0.0	0.0	0.083	0.0	0.012	0.01	0.0		0.0	0.0	0.504	0.0	0.0	0.032	0.0	0.11	0.0		0.055999999999999994	0.006	0.237	0.046	0.26	0.025	0.06		0.0	0.0	0.0	0.0	0.303	0.012	0.0	0.0	0.203	0.0	0.022000000000000002	0.11800000000000001		0.0		0.022000000000000002		0.0	0.011000000000000001	0.0	0.0	0.01	0.0	0.0	0.0	0.0		0.017
PGLYRP1	ENSG00000008438	Peptidoglycan recognition protein 1	0.07400000000000001	0.479	0.36700000000000005	0.943	1.546	0.43799999999999994	0.747	0.138	0.03	0.126	0.016	1.453	0.409	0.149	2.864	0.696	0.11699999999999999	0.12	0.198	0.11		0.067	0.079	0.21100000000000002		0.127	0.606	0.168		0.157		0.46399999999999997		0.433	0.895	0.124	0.0	0.79	2.716	1.0170000000000001	0.222	6.955	12.8	0.079	0.161		0.324	1.148	0.154		2.005	0.23199999999999998	0.32299999999999995	0.379	0.051		0.18899999999999997
TMEM151B	ENSG00000178233	Transmembrane protein 151B	0.006999999999999999	0.503	0.04	0.083	0.008	0.037000000000000005	0.022000000000000002	0.02	0.006999999999999999	0.059000000000000004	0.067	0.02	0.003	0.0	0.012		0.009000000000000001	0.006999999999999999		0.052000000000000005	0.006	0.004	0.006		0.045	0.109		0.605		0.128	0.0		0.0	0.12	0.0	0.006999999999999999		0.044000000000000004	0.008	0.042		0.01	0.013999999999999999	0.0	0.019		0.0	0.013000000000000001	0.019	0.0	0.012	0.01	0.0	0.004	0.0		0.0
MFAP4	ENSG00000166482	Microfibril associated protein 4	0.977	18.682000000000002	6.222	2.7260000000000004	0.953	18.205		9.727		35.555	30.66		54.236000000000004	0.626	15.161	18.168	62.33		0.254	8.146	0.9540000000000001	7.715	2.16		3.386	3.677	14.605	15.998		17.334	0.993	35.255		29.447	125.807	31.848000000000003	317.182		4.254	55.702	4.542		0.263	43.153999999999996		110.618	3.795	3.449	2.9810000000000003	10.132	5.018	5.1579999999999995	3.157	4.397	0.723	4.792	
ESRRG	ENSG00000196482	Estrogen related receptor gamma	0.032		0.037000000000000005	0.147	0.016	0.032		0.078	0.031		0.079	0.111		0.022000000000000002	0.08800000000000001	0.064	0.377	0.29100000000000004	0.511	0.077		0.024		0.006999999999999999	0.062	0.16399999999999998	0.052000000000000005	0.563	1.0390000000000001	1.325	0.0	0.177	0.026000000000000002	0.114	0.161	0.057	0.8759999999999999	2.513	0.004			0.012	0.017		0.15	1.048	0.099	0.079	0.08199999999999999	0.198	0.152	0.046	0.124	0.043	0.021	0.05	0.01
RGS8	ENSG00000135824	Regulator of G protein signaling 8	0.0	0.15	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.008	0.013000000000000001	0.006	0.0	0.001	0.006999999999999999	0.005	0.0	0.006	0.02	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.013999999999999999	0.003	0.0	0.0	0.006	0.012	0.0	0.026000000000000002	0.011000000000000001	0.009000000000000001	0.006	0.034		0.004	0.009000000000000001	0.006999999999999999	0.0	0.022000000000000002	0.0	0.033	0.002	0.0	0.013000000000000001	0.017	0.012	0.0	0.009000000000000001	0.0	0.009000000000000001	0.0	0.0
TUSC5	ENSG00000184811	Tumor suppressor candidate 5		0.021	0.009000000000000001	0.024	0.0	0.0	0.0	0.004	0.0	0.0	0.017	0.009000000000000001	0.02	0.0		0.0	0.006		0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004		0.009000000000000001	0.0	0.012	0.0	0.125	0.0	0.0	0.009000000000000001	0.061	0.0		0.026000000000000002	0.005	0.0	0.0	0.008			0.0	0.006	0.009000000000000001	0.012	0.0	0.0	0.009000000000000001	0.0		0.0
ADGRB1	ENSG00000181790	Adhesion G protein-coupled receptor B1	0.027000000000000003		0.027999999999999997	0.038	0.061	0.106	0.037000000000000005	0.044000000000000004	0.022000000000000002	0.047	0.091	0.111	0.209	0.046	0.047		0.057	0.057	0.026000000000000002	0.062	0.008	0.025	0.036000000000000004	0.1	0.28800000000000003		0.094	0.049		1.8119999999999998	0.027999999999999997	0.062	0.02	0.27899999999999997			0.071	2.826	0.083		0.406	0.092	0.015	0.381	0.145		0.055	0.049	0.065	0.032	0.039	0.013999999999999999		0.03	0.01		0.03
C2CD4C	ENSG00000183186	C2 calcium dependent domain containing 4C	0.049		0.040999999999999995	0.046		0.12300000000000001	0.106	0.084	0.081	2.54		0.247	0.774	0.042	0.165	0.098	0.261		0.036000000000000004	0.146	0.019			0.171		0.087	0.098	0.107		4.0889999999999995	0.032		0.02		0.36200000000000004	0.136	0.040999999999999995	0.091	0.342	0.076	0.32299999999999995	0.126	0.026000000000000002	0.251	0.155		0.124	0.017	0.081	0.052000000000000005	0.17600000000000002	0.10099999999999999	0.05	0.094	0.032		
OR12D3	ENSG00000112462	Olfactory receptor family 12 subfamily D member 3	0.0	0.002	0.0	0.028999999999999998	0.0	0.012	0.0	0.0	0.004	0.006	0.0	0.0		0.005		0.0	0.002	0.0	0.055		0.033	0.0	0.001	0.012	0.0		0.038	0.068	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.062			0.006999999999999999
CACNG2	ENSG00000166862	Calcium voltage-gated channel auxiliary subunit gamma 2		0.0	0.0	0.0	0.0	0.019	0.011000000000000001	0.0	0.0	0.009000000000000001	0.0	0.003	0.0		0.0		0.005	0.0	0.0	0.0	0.0	0.001	0.0		0.023	0.0	0.054000000000000006	0.0		0.0	0.0		0.0	0.10400000000000001	0.0	0.011000000000000001	0.021	0.004	0.003	0.011000000000000001	0.013999999999999999	0.0	0.0	0.048	0.0	0.0	0.006	0.0	0.009000000000000001	0.0	0.033	0.0	0.0	0.09300000000000001	0.0	0.0	0.0
POU3F1	ENSG00000185668	POU class 3 homeobox 1	0.066	0.27899999999999997	0.004	0.21	0.013000000000000001	0.022000000000000002	0.053	0.048	0.11199999999999999	0.384	0.158		0.047	0.14800000000000002	0.11199999999999999	0.086		0.124	0.0	0.098	0.239	0.12	0.087	0.057	0.025	0.113	0.14300000000000002	0.037000000000000005	0.248	0.41200000000000003	0.187	0.019	0.015	0.5529999999999999	0.413	0.085	0.022000000000000002	2.77	0.047	0.153	0.06	0.22899999999999998	0.027000000000000003	0.31	0.166	0.106	0.023	0.009000000000000001	0.022000000000000002	0.011000000000000001	0.038	0.0	0.018000000000000002	0.0	0.068	0.047	0.061
