ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position
ENSG00000114127	XRN1	3	142025449	142166904
ENSG00000258732	RP11-603B24.1	15	22566922	22570823
ENSG00000259501	RP11-467N20.1	15	22646603	22647417
ENSG00000213190	MLLT11	1	151030234	151040970
ENSG00000263930	MIR4509-1	15	22675148	22675241
ENSG00000157184	CPT2	1	53662101	53679869
ENSG00000177706	FAM20C	7	192969	300711
ENSG00000204387	C6orf48	6	31802385	31807541
ENSG00000259689	ABCB10P1	15	22691016	22693200
ENSG00000169020	ATP5I	4	666225	668127
ENSG00000112592	TBP	6	170863390	170881958
ENSG00000124721	DNAH8	6	38683117	38998301
ENSG00000186448	ZNF197	3	44626380	44689963
ENSG00000185182	GOLGA8DP	15	22704721	22715604
ENSG00000128973	CLN6	15	68499330	68549549
ENSG00000257636	RP11-1103G16.1	14	30907198	31042835
ENSG00000114450	GNB4	3	179116990	179169378
ENSG00000162144	CYB561A3	11	61116217	61129771
ENSG00000127184	COX7C	5	85913721	85916779
ENSG00000258350	SYF2P1	14	31010982	31011394
ENSG00000188112	C6orf132	6	42068856	42110357
ENSG00000155754	ALS2CR11	2	202352148	202483901
ENSG00000231132	RP11-40C11.2	10	53004654	53005566
ENSG00000146858	ZC3HAV1L	7	138710452	138720775
ENSG00000186075	ZPBP2	17	38024417	38034149
ENSG00000266591	AC022537.1	10	53025085	53025212
ENSG00000207813	MIR605	10	53059333	53059415
ENSG00000132207	SLX1A	16	30205208	30208882
ENSG00000235279	RP11-539E19.2	10	53062326	53066469
ENSG00000179813	FAM216B	13	43355686	43365683
ENSG00000213659	RSU1P3	10	53079586	53080420
ENSG00000256050	RP11-982M15.6	14	105147483	105151269
ENSG00000258648	UBE2CP1	14	31152251	31152804
ENSG00000216022	AC068062.1	10	53399503	53399592
ENSG00000258858	RP11-982M15.5	14	105156428	105157621
ENSG00000258558	RP11-159L20.2	14	31204132	31291908
ENSG00000228350	RP11-148G20.1	3	48701209	48706607
ENSG00000258430	RP11-982M15.2	14	105235686	105236608
ENSG00000236671	PRKG1-AS1	10	53990502	54073888
ENSG00000181896	ZNF101	19	19779605	19794318
ENSG00000271973	RP11-572O6.1	3	48709888	48710166
ENSG00000258701	LINC00638	14	105287538	105290055
ENSG00000162384	C1orf123	1	53679771	53686289
ENSG00000099904	ZDHHC8	22	20116979	20135530
ENSG00000121578	B4GALT4	3	118930579	118959950
ENSG00000224424	PRKAR2A-AS1	3	48885005	48889414
ENSG00000143493	INTS7	1	212113741	212208884
ENSG00000005889	ZFX	X	24167290	24234372
ENSG00000176153	GPX2	14	65405870	65409531
ENSG00000204188	GGNBP1	6	33551515	33556803
ENSG00000177303	CASKIN2	17	73496342	73511664
ENSG00000265817	FSBP	8	95390605	95449180
ENSG00000125037	EMC3	3	10004221	10052800
ENSG00000171402	XAGE3	X	52891557	52897099
ENSG00000130202	PVRL2	19	45349432	45392485
ENSG00000235236	RP13-131K19.1	3	49017351	49021418
ENSG00000168348	INSM2	14	36003248	36006260
ENSG00000223343	RP13-131K19.2	3	49022482	49027421
ENSG00000048545	GUCA1A	6	42123144	42147794
ENSG00000158445	KCNB1	20	47980414	48099184
ENSG00000223852	ZFP57	HSCHR6_MHC_DBB	29640126	29648836
ENSG00000273211	RP13-131K19.7	3	49022918	49023396
ENSG00000188073	PMS2P10	7	74916804	74928928
ENSG00000133706	LARS	5	145492601	145562223
ENSG00000130827	PLXNA3	X	153686621	153701989
ENSG00000268637	CR753820.1	HSCHR6_MHC_DBB	31441226	31443933
ENSG00000199032	MIR425	3	49057581	49057667
ENSG00000084710	EFR3B	2	25264999	25378243
ENSG00000240477	RP11-63E16.1	3	149768516	149769243
ENSG00000262633	RP11-156P1.2	17	45000499	45124520
ENSG00000165271	NOL6	9	33461439	33473928
ENSG00000243321	snoU13	3	149795281	149797904
ENSG00000257386	RP11-56G10.2	12	74931925	74932413
ENSG00000221000	AC116165.1	15	22705928	22706010
ENSG00000241034	RN7SL545P	15	22706884	22707162
ENSG00000139998	RAB15	14	65412532	65439494
ENSG00000133106	EPSTI1	13	43460524	43566407
ENSG00000257323	RP11-361A23.1	12	75050341	75050640
ENSG00000207605	MIR191	3	49058051	49058142
ENSG00000241143	RPL32P9	3	149868325	149868731
ENSG00000197024	ZNF398	7	148823508	148880116
ENSG00000259596	RP11-566K19.3	15	22747313	22782336
ENSG00000080546	SESN1	6	109307640	109416022
ENSG00000105939	ZC3HAV1	7	138728266	138794465
ENSG00000272434	RP13-131K19.6	3	49066749	49067139
ENSG00000184886	PIGW	17	34890847	34895159
ENSG00000241048	RP11-167H9.5	3	149919961	149942977
ENSG00000241461	RN7SL182P	3	49120666	49120963
ENSG00000143458	GABPB2	1	151043054	151098018
ENSG00000179673	RPRML	17	45055523	45056614
ENSG00000221491	SNORA34	12	49048165	49048301
ENSG00000244541	RP11-167H9.6	3	149956306	149957996
ENSG00000224378	MICB	HSCHR6_MHC_DBB	31447882	31461098
ENSG00000258719	RP11-232C2.3	14	79161664	79164465
ENSG00000179304	FAM156B	X	52920336	52937587
ENSG00000206612	SNORA2A	12	49050431	49050565
ENSG00000270441	RP11-694I15.7	3	49177519	49198284
ENSG00000207313	SNORA2B	12	49061240	49061376
ENSG00000169018	FEM1B	15	68570141	68588203
ENSG00000258874	RP11-232C2.2	14	79169958	79176277
ENSG00000166228	PCBD1	10	72642037	72648541
ENSG00000257653	RP11-579D7.2	12	49159977	49161106
ENSG00000103018	CYB5B	16	69458428	69500169
ENSG00000258478	RP11-232C2.1	14	79210741	79220221
ENSG00000221978	CCNL2	1	1321091	1334708
ENSG00000243550	RP11-483E7.1	3	149983199	150005160
ENSG00000258829	CTD-2243E23.1	14	79538475	79541110
ENSG00000213657	RP11-346D6.4	10	54148872	54149248
ENSG00000179580	RNF151	16	2016824	2018976
ENSG00000124212	PTGIS	20	48120411	48184683
ENSG00000199641	Y_RNA	7	74927121	74927222
ENSG00000148516	ZEB1	10	31607424	31818742
ENSG00000258419	RP11-588P7.1	14	79666325	79667975
ENSG00000173276	ZBTB21	21	43406940	43430496
ENSG00000257594	GALNT4	12	89913185	89920039
ENSG00000258662	RP11-588P7.2	14	79713011	79715366
ENSG00000205506	AC004878.6	7	74936533	74944219
ENSG00000227972	PRKRIRP3	10	54170895	54173252
ENSG00000145569	FAM105A	5	14581884	14615116
ENSG00000089116	LHX5	12	113899839	113910085
ENSG00000231131	RP11-346D6.6	10	54210634	54230293
ENSG00000221972	C3orf36	3	133646992	133648656
ENSG00000228651	RP11-556E13.1	10	54316462	54515169
ENSG00000198258	UBL5	19	9938568	9940791
ENSG00000162385	MAGOH	1	53692564	53704282
ENSG00000069667	RORA	15	60780483	61521518
ENSG00000230820	AC000362.1	7	126621021	126621832
ENSG00000201196	Y_RNA	10	54612367	54612463
ENSG00000227121	RP11-319F12.2	10	54733248	54735575
ENSG00000269094	AC006449.1	17	36884086	36884451
ENSG00000145780	FEM1C	5	114856608	114880591
ENSG00000184967	NOC4L	12	132628993	132637013
ENSG00000222051	RNU6-1165P	10	103382616	103382722
ENSG00000224817	RP11-190J1.3	10	103464409	103468158
ENSG00000249852	AC145676.2	7	227554	229557
ENSG00000230055	CISD3	17	36886488	36891297
ENSG00000226009	KCNIP2-AS1	10	103578835	103588536
ENSG00000151718	WWC2	4	184020446	184241930
ENSG00000222430	Y_RNA	10	103712362	103712461
ENSG00000269396	AC187652.1	7	302918	304070
ENSG00000174640	SLCO2A1	3	133651540	133771028
ENSG00000224302	RP11-302K17.3	10	103845233	103845487
ENSG00000249437	NAIP	5	70264310	70320941
ENSG00000229629	RP11-302K17.4	10	103849725	103849819
ENSG00000271711	RP11-392O18.2	3	150329049	150329664
ENSG00000239365	RPS26P49	14	105297175	105297508
ENSG00000161558	TMEM143	19	48835613	48867494
ENSG00000240137	RP11-103G8.2	3	150421351	150437933
ENSG00000005955	GGNBP2	17	34900737	34946278
ENSG00000071994	PDCD2	6	170884383	170893780
ENSG00000113583	C5orf15	5	133291201	133304478
ENSG00000196183	RPS2P4	14	105302331	105303221
ENSG00000234409	AC006547.14	22	20135950	20138399
ENSG00000225987	PBX2	HSCHR6_MHC_APD	32163854	32169304
ENSG00000267908	ZSCAN5D	19	56751773	56758863
ENSG00000264201	MIR4701	12	49165758	49165820
ENSG00000244668	RP11-103G8.1	3	150437784	150438623
ENSG00000258811	CTD-3051D23.1	14	105309000	105312253
ENSG00000067992	PDK3	X	24483338	24557954
ENSG00000257660	RP11-579D7.4	12	49182930	49184318
ENSG00000147443	DOK2	8	21766384	21771371
ENSG00000244265	SIAH2-AS1	3	150479724	150480325
ENSG00000101251	SEL1L2	20	13829893	13977089
ENSG00000183751	TBL3	16	2022038	2032934
ENSG00000088543	C3orf18	3	50595462	50608458
ENSG00000197461	PDGFA	7	536895	559933
ENSG00000239265	CLRN1-AS1	3	150570271	150798513
ENSG00000130643	CALY	10	135138927	135150475
ENSG00000207692	MIR592	7	126698142	126698238
ENSG00000169679	BUB1	2	111395275	111435691
ENSG00000105708	ZNF14	19	19821280	19843906
ENSG00000267710	AC006116.20	19	56784138	56821819
ENSG00000236340	AC000099.1	7	126855181	126869975
ENSG00000272162	RP11-637O19.3	6	10748027	10930656
ENSG00000243273	RP11-166N6.2	3	150608423	150756605
ENSG00000236105	AC000110.1	7	126935674	126936257
ENSG00000224138	AC000123.4	7	126990182	126991577
ENSG00000004897	CDC27	17	45195069	45266788
ENSG00000178449	COX14	12	50505762	50514240
ENSG00000226770	AC000124.1	7	127116937	127125858
ENSG00000124743	KLHL31	6	53512699	53530506
ENSG00000130204	TOMM40	19	45393826	45406946
ENSG00000253068	SNORD112	10	103862019	103862089
ENSG00000251989	AL160011.1	10	104020987	104021063
ENSG00000230819	ZNF736P5Y	Y	27164646	27165450
ENSG00000074657	ZNF532	18	56529832	56653712
ENSG00000202569	MIR146B	10	104196269	104196341
ENSG00000271547	RP11-579D7.8	12	49194359	49194869
ENSG00000040608	RTN4R	22	20228938	20270769
ENSG00000207467	Y_RNA	12	49203694	49203799
ENSG00000199394	RNU6-600P	12	49285913	49286011
ENSG00000235220	HLA-F	HSCHR6_MHC_DBB	29688037	29703789
ENSG00000158220	ESYT3	3	138153428	138200528
ENSG00000239617	RP11-302B13.1	12	49297201	49297596
ENSG00000269609	RP11-18I14.10	10	104209574	104220863
ENSG00000201678	Y_RNA	12	49321722	49321816
ENSG00000152683	SLC30A6	2	32390933	32449448
ENSG00000211460	TSN	2	122494679	122525429
ENSG00000188987	HIST1H4D	6	26188938	26189304
ENSG00000262740	PIH1D2	HG388_HG400_PATCH	111934733	111944997
ENSG00000120675	DNAJC15	13	43597339	43683045
ENSG00000081665	ZNF506	19	19896648	19932560
ENSG00000164944	KIAA1429	8	95499921	95565757
ENSG00000228296	TTTY4C	Y	27209230	27246039
ENSG00000261052	SULT1A3	16	30205754	30215631
ENSG00000243414	TICAM2	5	114914339	114961876
ENSG00000018869	ZNF582	19	56887413	56904914
ENSG00000259106	RP11-242P2.2	14	80077761	80099654
ENSG00000258637	RP11-242P2.1	14	80128009	80257606
ENSG00000179886	TIGD5	8	144680074	144682485
ENSG00000197409	HIST1H3D	6	26197068	26199521
ENSG00000243855	RP11-114O13.1	14	31260304	31260695
ENSG00000259184	RP11-566K19.4	15	22751742	22752819
ENSG00000128655	PDE11A	2	178487980	178973066
ENSG00000240513	RP11-829H16.1	14	31288920	31289120
ENSG00000258416	RP11-526N18.1	14	80359423	80440512
ENSG00000232106	C6orf10	HSCHR6_MHC_SSTO	32267412	32346296
ENSG00000090512	FETUB	3	186353758	186370930
ENSG00000259400	ELMO2P1	15	22777713	22789974
ENSG00000107731	UNC5B	10	72972327	73062621
ENSG00000213867	RP11-829H16.2	14	31290625	31291049
ENSG00000134769	DTNA	18	32073254	32471808
ENSG00000258766	DIO2-AS1	14	80677762	80921812
ENSG00000122965	RBM19	12	114254543	114404176
ENSG00000258525	RP11-829H16.3	14	31345385	31359014
ENSG00000259344	RP11-566K19.6	15	23095170	23115256
ENSG00000258452	RP11-757H14.2	14	81288868	81289140
ENSG00000096433	ITPR3	6	33588142	33664351
ENSG00000244694	PTCHD4	6	47845764	48036425
ENSG00000258915	RP11-114N19.2	14	81448332	81449982
ENSG00000264197	AP001781.1	HG388_HG400_PATCH	111620189	111620258
ENSG00000271705	RPL17P3	14	81467510	81468130
ENSG00000151967	SCHIP1	3	159557650	159615149
ENSG00000056661	PCGF2	17	36890150	36906070
ENSG00000271656	RP11-114N19.5	14	81469669	81469989
ENSG00000262083	RP11-108O10.2	HG388_HG400_PATCH	111639392	111649074
ENSG00000236379	ZNF736P4Y	Y	27314746	27315988
ENSG00000111837	MAK	6	10762956	10838764
ENSG00000259167	NMNAT1P1	14	81498873	81499748
ENSG00000258886	HIGD1AP17	14	31433553	31433828
ENSG00000259425	RP11-566K19.5	15	23096869	23105332
ENSG00000258999	RP11-114N19.3	14	81573377	81636758
ENSG00000263261	ALG9-IT1	HG388_HG400_PATCH	111687938	111699936
ENSG00000207952	MIR624	14	31483852	31483948
ENSG00000135898	GPR55	2	231772033	231825781
ENSG00000221303	SNORA79	14	81669039	81669178
ENSG00000263274	GNG5P3	HG388_HG400_PATCH	111734977	111735183
ENSG00000258968	RP11-829H16.5	14	31487652	31488002
ENSG00000215375	MYL5	4	667369	675822
ENSG00000205579	DYNLL1P1	14	81712638	81712907
ENSG00000104524	PYCRL	8	144686083	144691943
ENSG00000117616	C1orf63	1	25568728	25664704
ENSG00000258640	RPL21P5	14	31580775	31581445
ENSG00000102230	PCYT1B	X	24576204	24690794
ENSG00000262958	RPL37AP8	HG388_HG400_PATCH	111759922	111760194
ENSG00000177398	UMODL1	21	43483068	43563563
ENSG00000120658	ENOX1	13	43787654	44361044
ENSG00000223641	TTTY17C	Y	27329790	27330920
ENSG00000261954	5S_rRNA	HG388_HG400_PATCH	111799123	111799231
ENSG00000270343	UNGP3	14	81725909	81726583
ENSG00000270628	RP11-26F2.2	15	23116383	23116940
ENSG00000207440	RNU6-541P	14	31612145	31612254
ENSG00000202402	Y_RNA	14	31713967	31714067
ENSG00000262129	RP11-708L7.7	HG388_HG400_PATCH	111816367	111817615
ENSG00000242163	RP11-299L17.1	14	81799305	81799705
ENSG00000139624	CERS5	12	50523575	50561288
ENSG00000227633	RBMY2YP	Y	27412731	27419678
ENSG00000257831	RP11-596D21.1	14	31717834	31771945
ENSG00000259480	RP11-26F2.1	15	23128188	23145997
ENSG00000262501	PPIHP1	HG388_HG400_PATCH	111900558	111901090
ENSG00000105467	SYNGR4	19	48867652	48879633
ENSG00000258605	RP11-299L17.4	14	81879314	81879583
ENSG00000199291	Y_RNA	14	31727814	31727915
ENSG00000165828	PRAP1	10	135160650	135166187
ENSG00000262805	U6	HG388_HG400_PATCH	111903222	111903321
ENSG00000263784	AL136418.1	14	31779519	31779590
ENSG00000258675	RP11-299L17.3	14	81908331	81916501
ENSG00000250365	CTD-2213F21.2	14	31889492	31922089
ENSG00000230856	AC138649.1	15	23157871	23158157
ENSG00000128185	DGCR6L	22	20301799	20307603
ENSG00000196866	HIST1H2AD	6	26199079	26199471
ENSG00000258977	RP11-799P8.1	14	82071691	82089405
ENSG00000163394	CCKAR	4	26483022	26492084
ENSG00000198440	ZNF583	19	56909335	56947404
ENSG00000259174	RP11-1180F24.1	15	23181938	23182642
ENSG00000258841	RP11-226P1.3	14	82127772	82129218
ENSG00000119915	ELOVL3	10	103986085	103989346
ENSG00000187667	WHAMMP3	15	23187728	23208737
ENSG00000173699	SPATA3	2	231860836	231889770
ENSG00000213585	VDAC1	5	133307606	133340824
ENSG00000157193	LRP8	1	53711217	53793742
ENSG00000244736	RN7SL495P	15	23263708	23263986
ENSG00000239124	AC091565.1	15	23264866	23264948
ENSG00000166535	A2ML1	12	8975068	9039597
ENSG00000271530	RP1-24O22.5	6	95124	95454
ENSG00000110696	C11orf58	11	16634679	16778428
ENSG00000196455	PIK3R4	3	130397779	130465673
ENSG00000220212	OR4F1P	6	105919	106856
ENSG00000070748	CHAT	10	50817141	50901925
ENSG00000107859	PITX3	10	103989943	104001231
ENSG00000143434	SEMA6C	1	151104161	151119104
ENSG00000170590	LINC00266-3	6	131910	144885
ENSG00000217929	CICP18	6	142272	145083
ENSG00000163378	EOGT	3	69024365	69063112
ENSG00000251201	TMED7-TICAM2	5	114914339	114961858
ENSG00000240790	AC073934.6	7	127284739	127292066
ENSG00000140181	HERC2P2	15	23282281	23378228
ENSG00000218577	RP3-416J7.1	6	167607	170631
ENSG00000240579	RP11-20L24.1	7	127497905	127498541
ENSG00000237052	GPSM3	HSCHR6_MHC_APD	32169884	32174641
ENSG00000163785	RYK	3	133784147	133969689
ENSG00000175782	SLC35E3	12	69139886	69187508
ENSG00000241878	PISD	22	32014477	32058418
ENSG00000263667	RP3-416J7.4	6	181466	205484
ENSG00000207588	MIR593	7	127721913	127722012
ENSG00000198632	AC004878.3	7	74945134	74957275
ENSG00000207705	MIR129-1	7	127847924	127847996
ENSG00000165338	HECTD2	10	93170096	93274586
ENSG00000272915	RP11-62J1.4	7	127904579	127904942
ENSG00000143476	DTL	1	212208919	212280742
ENSG00000182870	GALNT9	12	132680924	132905935
ENSG00000205653	RP3-416J7.5	6	203313	206392
ENSG00000221429	AC018635.1	7	127930057	127930144
ENSG00000151773	CCDC122	13	44398045	44453827
ENSG00000242261	RP11-62J1.3	7	127946702	127947731
ENSG00000224242	BTNL2	HSCHR6_MHC_SSTO	32367231	32381497
ENSG00000258053	CTD-2021H9.3	12	71441182	71512027
ENSG00000230433	RP1-20B11.2	6	524171	525581
ENSG00000258593	CTD-3051D23.4	14	105324129	105325173
ENSG00000238750	RNU7-27P	7	127984135	127984196
ENSG00000202178	Y_RNA	7	74955146	74955247
ENSG00000174373	RALGAPA1	14	36007558	36278510
ENSG00000127445	PIN1	19	9945933	9960358
ENSG00000259067	CTD-3051D23.3	14	105370679	105371541
ENSG00000149483	TMEM138	11	61129473	61136981
ENSG00000205505	AC006014.10	7	74966356	74974606
ENSG00000219712	RP11-532F6.2	6	669081	670307
ENSG00000213402	PTPRCAP	11	67202981	67205538
ENSG00000214732	RP1-139D8.6	6	42123279	42131156
ENSG00000231399	SNRPEP8	10	54798045	54798304
ENSG00000257556	RP11-44N21.1	14	105559946	105565341
ENSG00000226296	RP11-71J2.1	10	55050832	55070825
ENSG00000272463	RP11-532F6.3	6	708592	711405
ENSG00000252161	RNA5SP318	10	55217957	55218048
ENSG00000258154	RP11-44N21.2	14	105579027	105579201
ENSG00000166562	SEC11C	18	56806709	56826068
ENSG00000233805	RP11-449J3.3	10	55526160	55526374
ENSG00000257622	RP11-44N21.4	14	105618531	105647531
ENSG00000271727	RP11-532F6.4	6	711533	750729
ENSG00000263921	AC013737.1	10	56107723	56107774
ENSG00000134970	TMED7	5	114949205	114968689
ENSG00000252252	RNU6-687P	10	56212183	56212271
ENSG00000238395	snoU13	12	49354521	49354619
ENSG00000271911	RP11-532F6.5	6	761675	780648
ENSG00000200303	RNU6-940P	12	49369326	49369429
ENSG00000234173	RP11-257I14.1	10	56245990	56415811
ENSG00000242085	RPS20P33	14	105840955	105841308
ENSG00000230453	ANKRD18B	9	33524392	33573007
ENSG00000137809	ITGA11	15	68594050	68724501
ENSG00000258283	RP11-386G11.3	12	49388933	49390117
ENSG00000272485	RP11-284J1.1	6	774747	780214
ENSG00000119383	PPP2R4	9	131873229	131911225
ENSG00000260982	RP5-1077H22.2	6	905462	909594
ENSG00000257913	RP11-386G11.5	12	49392150	49412988
ENSG00000224697	NEFMP1	10	56359438	56360443
ENSG00000107862	GBF1	10	104005289	104142656
ENSG00000229796	RP5-1077H22.1	6	958563	962511
ENSG00000221594	MIR548F1	10	56367634	56367717
ENSG00000270538	RP11-3B7.7	3	49289562	49289697
ENSG00000273262	RP11-18I14.11	10	104242796	104243316
ENSG00000236958	RP11-264A11.1	10	56624434	56628882
ENSG00000199546	Y_RNA	3	49307565	49307672
ENSG00000270937	RP5-856G1.1	6	1026729	1027460
ENSG00000242311	RN7SL21P	10	104285722	104286001
ENSG00000264633	MIR4271	3	49311553	49311619
ENSG00000236744	RP11-168O22.1	10	57007515	57356993
ENSG00000238438	snoU13	6	1186753	1186855
ENSG00000257346	RP11-386G11.8	12	49483991	49487095
ENSG00000228657	RP11-170J3.2	10	104332514	104332982
ENSG00000235908	RHOA-IT1	3	49402578	49404439
ENSG00000261730	RP4-668J24.2	6	1384025	1385301
ENSG00000223800	RP11-598C10.2	10	57228087	57228982
ENSG00000207029	RNU6-43P	10	104351281	104351387
ENSG00000235261	NICN1-AS1	3	49460379	49461864
ENSG00000243439	RN7SL352P	6	1507557	1507851
ENSG00000109680	TBC1D19	4	26578059	26756973
ENSG00000218027	RP11-157J24.1	6	1513933	1515524
ENSG00000228048	RP11-598C10.1	10	57265979	57272977
ENSG00000267801	RP11-552F3.9	17	73872453	73875627
ENSG00000102908	NFAT5	16	69598997	69738569
ENSG00000234536	AC096582.7	7	45813194	45822756
ENSG00000201301	RNA5SP130	3	49504548	49504661
ENSG00000130203	APOE	19	45409011	45412650
ENSG00000272279	RP11-157J24.2	6	1528599	1529146
ENSG00000238355	snoU13	10	57327499	57327602
ENSG00000267342	RP11-552F3.10	17	73893141	73896229
ENSG00000226913	BSN-AS2	3	49586739	49591799
ENSG00000236993	GAPDHP21	10	57427101	57428110
ENSG00000170265	ZNF282	7	148892577	148923339
ENSG00000238196	NOTCH4	HSCHR6_MHC_APD	32173961	32183518
ENSG00000267615	RP11-552F3.13	17	73939913	73941223
ENSG00000112599	GUCA1B	6	42152139	42162654
ENSG00000179630	LACC1	13	44453420	44468068
ENSG00000022355	GABRA1	5	161274197	161326975
ENSG00000244382	RP11-373I8.1	3	150618941	150621181
ENSG00000212450	RNU6-241P	7	45829184	45829287
ENSG00000270541	RP11-478B11.2	10	57506311	57506668
ENSG00000127324	TSPAN8	12	71518865	71835678
ENSG00000235120	BSN-AS1	3	49677916	49679202
ENSG00000272556	RP11-638I8.1	7	45854201	45854862
ENSG00000101868	POLA1	X	24712036	25015103
ENSG00000238707	SNORD2	10	58355723	58355791
ENSG00000261408	TEN1-CDK3	17	73975312	74002080
ENSG00000222079	AC020636.1	3	150635484	150635582
ENSG00000259970	AC099668.5	3	49721913	49722416
ENSG00000264747	MIR3924	10	59064239	59064319
ENSG00000235955	CICP20	7	45855815	45858615
ENSG00000199994	RNA5SP145	3	150905886	150906010
ENSG00000266798	AC078816.1	3	150953732	150953822
ENSG00000235810	RP11-550A9.1	10	59272917	59273185
ENSG00000183038	GGTLC3	22	20366206	20368028
ENSG00000172725	CORO1B	11	67205519	67211292
ENSG00000239576	COX6CP14	3	49795916	49796089
ENSG00000154124	FAM105B	5	14664773	14699820
ENSG00000259075	POC1B-GALNT4	12	89913185	89920039
ENSG00000239570	SETP11	3	150987228	150987917
ENSG00000244730	RP13-1056D16.2	3	49812718	49813047
ENSG00000226838	AC096582.8	7	45856156	45860663
ENSG00000223841	RP11-448K10.1	10	59715055	59716938
ENSG00000105438	KDELR1	19	48885827	48894810
ENSG00000067715	SYT1	12	79257773	79845788
ENSG00000251378	AC096582.9	7	45858181	45858696
ENSG00000146085	MUT	6	49398073	49430904
ENSG00000250903	GMDS-AS1	6	2245982	2482256
ENSG00000202350	RNU6-326P	7	45883233	45883339
ENSG00000158470	B4GALT5	20	48249482	48330415
ENSG00000237471	AC073115.6	7	46009256	46019790
ENSG00000104522	TSTA3	8	144694788	144700218
ENSG00000239004	RNU7-76P	7	46014976	46015037
ENSG00000144554	FANCD2	3	10068098	10143614
ENSG00000229628	AC073115.7	7	46030504	46040497
ENSG00000132471	WBP2	17	73841780	73852588
ENSG00000205274	TRBV20OR9-2	9	33617760	33618504
ENSG00000197329	PELI1	2	64319786	64371588
ENSG00000251695	AC124890.1	12	69186125	69187743
ENSG00000233952	FTLP15	7	46037139	46037670
ENSG00000162972	C2orf47	2	200820040	200873263
ENSG00000181751	C5orf30	5	102594403	102614361
ENSG00000221974	GTF2H4	HSCHR6_MHC_QBL	30865549	30871471
ENSG00000258130	RP11-347C12.3	16	30215637	30220392
ENSG00000196622	RIMBP3	22	20456003	20461786
ENSG00000139656	SMIM2	13	44717679	44735393
ENSG00000183938	TRBV21OR9-2	9	33629119	33629584
ENSG00000258718	RP11-226P1.2	14	82194124	82209482
ENSG00000188646	RP11-361A23.2	12	75057554	75057921
ENSG00000151778	SERP2	13	44947801	44971850
ENSG00000257998	RP11-361A23.3	12	75121818	75122631
ENSG00000229063	TRBV23OR9-2	9	33638033	33638492
ENSG00000188280	FAM230A	22	20692438	20716938
ENSG00000148803	FUOM	10	135168658	135171529
ENSG00000243945	RP11-696F10.1	3	109696387	109696614
ENSG00000037042	TUBG2	17	40811323	40819024
ENSG00000130227	XPO7	8	21777180	21864096
ENSG00000236672	C6orf10	HSCHR6_MHC_APD	32295497	32350672
ENSG00000258017	RP11-386G11.10	12	49521565	49541652
ENSG00000105464	GRIN2D	19	48898132	48948188
ENSG00000240895	RP11-119D18.1	3	110246329	110248429
ENSG00000257434	RP11-81K13.1	12	75414749	75438573
ENSG00000221206	RNU6ATAC15P	3	110270692	110270812
ENSG00000256498	AL928654.1	14	105861979	105862477
ENSG00000196408	NOXO1	16	2028918	2034193
ENSG00000130208	APOC1	19	45417504	45422606
ENSG00000244722	RP11-179A18.1	3	110401133	110402001
ENSG00000200309	Y_RNA	12	49526636	49526730
ENSG00000134443	GRP	18	56887400	56898006
ENSG00000201426	Y_RNA	3	110445868	110445968
ENSG00000258101	RP11-977B10.2	12	49627352	49658539
ENSG00000267128	RNF157-AS1	17	74136637	74150731
ENSG00000251602	RP11-521B24.3	14	105883221	105886076
ENSG00000173166	RAPH1	2	204259068	204400133
ENSG00000258232	RP11-161H23.5	12	49658939	49667089
ENSG00000236086	HMGN2P28	6	2341684	2341950
ENSG00000198064	RP11-347C12.1	16	30234258	30265831
ENSG00000254451	RP11-560G2.1	12	75628520	75692288
ENSG00000242242	PVRL3-AS1	3	110612555	110790400
ENSG00000223367	RPS18	HSCHR6_MHC_DBB	33217712	33222212
ENSG00000127412	TRPV5	7	142605267	142630905
ENSG00000258334	RP11-161H23.9	12	49686414	49718359
ENSG00000266252	AL031768.1	6	2409770	2409869
ENSG00000272465	RP1-136B1.1	6	2437783	2438483
ENSG00000198844	ARHGEF15	17	8213559	8225829
ENSG00000228718	RP11-145H9.3	6	2637170	2640235
ENSG00000266750	MIR4645	6	2854265	2854341
ENSG00000270192	MRPS35P3	10	59742045	59742753
ENSG00000161133	USP41	22	20704868	20745048
ENSG00000257954	RP11-161H23.10	12	49783299	49783945
ENSG00000239323	CTD-2213F21.1	14	31932001	31932577
ENSG00000257270	RP11-521B24.5	14	105934130	105936954
ENSG00000232115	RP11-123G9.1	10	59866184	59866640
ENSG00000230438	RP11-420G6.4	6	2854896	2881641
ENSG00000198046	ZNF667	19	56950694	56989434
ENSG00000267394	CTB-175E5.7	17	42276250	42293933
ENSG00000258196	CTD-2213F21.4	14	32022564	32027704
ENSG00000230157	ATP5G1P1	14	106003198	106003576
ENSG00000180221	TPT1P10	10	59972302	59972797
ENSG00000257464	RP11-161H23.8	12	49836207	49836435
ENSG00000010438	PRSS3	9	33750515	33799230
ENSG00000267376	ATP5LP6	17	74198725	74198877
ENSG00000260793	RP5-882C2.2	17	42298769	42301078
ENSG00000137414	FAM8A1	6	17600586	17611950
ENSG00000239311	RP11-615J4.3	3	111185160	111215942
ENSG00000257155	CTD-2213F21.3	14	32027713	32030540
ENSG00000204128	C2orf72	2	231902205	231914434
ENSG00000244142	ATP6V0CP2	3	111197584	111197790
ENSG00000223087	RNU6-602P	14	32131244	32131349
ENSG00000267691	SHC1P2	17	42306128	42307596
